fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.2,0.3,0.32,1.3,0.054,0.027,0.183,992.66,3.3,0.43,10.1,5,white
6.9,0.26,0.38,10.5,0.044,0.033,0.139,995.17,3.06,0.5,10.3,6,white
6.7,0.41,0.27,2.6,0.033,0.025,0.085,990.86,3.05,0.34,11.7,6,white
5.9,0.32,0.2,14.4,0.05,0.029,0.144,996.66,3.24,0.41,10.3,6,white
6.1,0.25,0.3,1.2,0.036,0.042,0.107,991,3.34,0.56,10.8,7,white
5.6,0.23,0.29,3.1,0.023,0.019,0.089,990.68,3.25,0.51,11.2,6,white
6.6,0.23,0.32,1.7,0.024,0.026,0.102,990.84,3.29,0.6,11.8,6,white
6,0.17,0.21,6,0.05,0.026,0.134,993.9,3.08,0.54,9.8,6,white
7.1,0.38,0.42,11.8,0.041,0.032,0.193,996.24,3.04,0.49,10,6,white
6.6,0.31,0.37,6.2,0.052,0.013,0.164,996.02,3.24,0.39,8.8,4,white
6.5,0.38,0.53,1.4,0.142,0.005,0.069,992.6,3.14,0.52,10.1,4,white
7,0.44,0.24,12.1,0.056,0.068,0.21,997.18,3.05,0.5,9.5,5,white
7,0.44,0.24,12.1,0.056,0.068,0.21,997.18,3.05,0.5,9.5,5,white
7,0.44,0.24,12.1,0.056,0.068,0.21,997.18,3.05,0.5,9.5,5,white
6.1,0.38,0.14,3.9,0.06,0.027,0.113,993.44,3.07,0.34,9.2,4,white
8,0.33,0.32,4.6,0.041,0.031,0.18,991.84,2.92,0.74,12.2,6,white
7,0.44,0.24,12.1,0.056,0.068,0.21,997.18,3.05,0.5,9.5,5,white
6,0.19,0.29,1.2,0.046,0.029,0.092,990.33,3.22,0.53,11.3,6,white
6.3,0.28,0.34,8.1,0.038,0.044,0.129,992.48,3.26,0.29,12.1,6,white
6.1,0.38,0.14,3.9,0.06,0.027,0.113,993.44,3.07,0.34,9.2,4,white
5.3,0.43,0.11,1.1,0.029,0.006,0.051,990.76,3.51,0.48,11.2,4,white
5.4,0.22,0.35,6.5,0.029,0.026,0.087,990.92,3.29,0.44,12.5,7,white
6.2,0.345,0.27,10.1,0.056,0.038,0.187,994.86,3.31,0.56,10.6,5,white
5.6,0.255,0.57,10.7,0.056,0.066,0.171,994.64,3.25,0.61,10.4,7,white
5.2,0.2,0.27,3.2,0.047,0.016,0.093,992.35,3.44,0.53,10.1,7,white
6.2,0.29,0.23,12.4,0.048,0.033,0.201,996.12,3.11,0.56,9.9,6,white
6.3,0.26,0.25,5.2,0.046,0.011,0.133,992.02,2.97,0.68,11,6,white
6,0.22,0.23,5,0.045,0.01,0.122,992.61,2.94,0.63,10,6,white
7.5,0.35,0.37,2.5,0.066,0.029,0.089,989.64,3.14,0.42,12.7,6,white
6.6,0.39,0.28,9.2,0.036,0.01,0.092,992.06,3.07,0.35,12.1,6,white
6.3,0.23,0.33,6.9,0.052,0.023,0.118,993.8,3.23,0.46,10.4,6,white
6.3,0.22,0.3,2,0.05,0.023,0.12,992.04,3.24,0.47,10.4,6,white
6.4,0.29,0.18,15,0.04,0.021,0.116,997.36,3.14,0.5,9.2,5,white
6.4,0.29,0.18,15,0.04,0.021,0.116,997.36,3.14,0.5,9.2,5,white
7.5,0.23,0.3,1.2,0.03,0.027,0.08,991.92,3.05,0.68,10.5,5,white
6.4,0.29,0.18,15,0.04,0.021,0.116,997.36,3.14,0.5,9.2,5,white
5.7,0.28,0.36,1.8,0.041,0.038,0.09,990.02,3.27,0.98,11.9,7,white
6.5,0.26,0.24,10.8,0.042,0.047,0.13,996,3.08,0.4,10.1,6,white
6.4,0.27,0.29,3.9,0.034,0.062,0.14,992.37,3.1,0.59,11.1,6,white
5.9,0.22,0.29,4.2,0.037,0.069,0.144,992.14,3.13,0.74,10.8,7,white
6.8,0.26,0.26,2,0.019,0.0235,0.072,990.41,3.16,0.47,11.8,6,white
7.6,0.36,0.48,13.5,0.038,0.044,0.116,998.2,3.04,0.48,9.2,5,white
7.6,0.35,0.47,13.3,0.037,0.042,0.116,998.22,3.04,0.5,9.2,5,white
5.7,0.18,0.26,2.2,0.023,0.021,0.095,989.3,3.07,0.54,12.3,6,white
6.6,0.36,0.47,1.4,0.145,0.026,0.124,992.74,3.09,0.56,10.1,6,white
5.9,0.14,0.2,1.6,0.04,0.026,0.114,991.05,3.25,0.45,11.4,6,white
5.5,0.23,0.19,2.2,0.044,0.039,0.161,992.09,3.19,0.43,10.4,6,white
6.7,0.11,0.26,14.8,0.053,0.044,0.095,996.76,3.2,0.35,9.8,6,white
7,0.24,0.24,1.8,0.047,0.029,0.091,992.51,3.3,0.43,9.9,6,white
6.7,0.11,0.26,14.8,0.053,0.044,0.095,996.76,3.2,0.35,9.8,6,white
5.3,0.47,0.1,1.3,0.036,0.011,0.074,990.82,3.48,0.54,11.2,4,white
7.5,0.29,0.24,9.9,0.058,0.025,0.115,995.67,3.15,0.46,10.9,5,white
6,0.33,0.26,5.1,0.051,0.016,0.119,994.16,3.15,0.41,9.2,5,white
6,0.33,0.26,5.1,0.051,0.016,0.119,994.16,3.15,0.41,9.2,5,white
5.8,0.32,0.23,1.5,0.033,0.039,0.121,988.7,2.96,0.35,12,5,white
5.8,0.3,0.23,1.5,0.034,0.037,0.121,988.71,2.96,0.34,12.1,6,white
3.8,0.31,0.02,11.1,0.036,0.02,0.114,992.48,3.75,0.44,12.4,6,white
6.2,0.36,0.22,5.25,0.038,0.044,0.145,991.84,3.22,0.4,11.2,6,white
6,0.31,0.27,2.3,0.042,0.019,0.12,989.52,3.32,0.41,12.7,7,white
6.9,0.52,0.54,7.9,0.036,0.023,0.169,992.67,3.26,0.47,12.2,6,white
7,0.55,0.05,8,0.036,0.019,0.164,992.69,3.26,0.46,12.2,6,white
5.8,0.2,0.16,1.4,0.042,0.044,0.099,989.12,3.23,0.37,12.2,6,white
6.2,0.36,0.22,5.25,0.038,0.044,0.145,991.84,3.22,0.4,11.2,6,white
6,0.31,0.27,2.3,0.042,0.019,0.12,989.52,3.32,0.41,12.7,7,white
6,0.29,0.27,2.3,0.044,0.02,0.117,989.5,3.31,0.41,12.7,7,white
5.7,0.22,0.29,3.5,0.04,0.027,0.146,989.99,3.17,0.36,12.1,6,white
7.1,0.46,0.23,13.7,0.045,0.044,0.192,998.1,3.11,0.53,9.4,5,white
6.6,0.21,0.3,9.9,0.041,0.064,0.174,995,3.07,0.5,10.1,6,white
6.9,0.42,0.2,15.4,0.043,0.057,0.201,998.48,3.08,0.54,9.4,5,white
5.7,0.22,0.2,16,0.044,0.041,0.113,998.62,3.22,0.46,8.9,6,white
5.7,0.22,0.2,16,0.044,0.041,0.113,998.62,3.22,0.46,8.9,6,white
5.7,0.22,0.2,16,0.044,0.041,0.113,998.62,3.22,0.46,8.9,6,white
5.7,0.22,0.2,16,0.044,0.041,0.113,998.62,3.22,0.46,8.9,6,white
5.2,0.31,0.2,2.4,0.027,0.027,0.117,988.86,3.56,0.45,13,7,white
7.2,0.22,0.35,5.5,0.054,0.037,0.183,994.74,3.08,0.5,10.3,5,white
5.6,0.18,0.29,2.3,0.04,0.005,0.047,991.26,3.07,0.45,10.1,4,white
6.2,0.24,0.27,16.8,0.04,0.048,0.129,996.91,3.23,0.38,10.5,6,white
5.7,0.22,0.2,16,0.044,0.041,0.113,998.62,3.22,0.46,8.9,6,white
5.7,0.26,0.24,17.8,0.059,0.023,0.124,997.73,3.3,0.5,10.1,5,white
5.7,0.26,0.24,17.8,0.059,0.023,0.124,997.73,3.3,0.5,10.1,5,white
6,0.2,0.26,6.8,0.049,0.022,0.093,992.8,3.15,0.42,11,6,white
6,0.2,0.26,6.8,0.049,0.022,0.093,992.8,3.15,0.42,11,6,white
6,0.2,0.26,6.8,0.049,0.022,0.093,992.8,3.15,0.42,11,6,white
6,0.2,0.26,6.8,0.049,0.022,0.093,992.8,3.15,0.42,11,6,white
7.6,0.28,0.17,1.6,0.046,0.028,0.117,992.88,3.08,0.43,10,5,white
7,0.2,0.33,4.7,0.03,0.025,0.076,992.02,2.88,0.54,10.5,6,white
6.6,0.26,0.27,11.8,0.048,0.028,0.112,996.06,2.87,0.49,9.7,6,white
5.7,0.26,0.24,17.8,0.059,0.023,0.124,997.73,3.3,0.5,10.1,5,white
7.2,0.21,0.36,15.7,0.045,0.068,0.183,999.22,3.25,0.76,9.4,5,white
6.9,0.22,0.32,5.8,0.041,0.02,0.119,992.96,3.17,0.55,11.2,6,white
7.2,0.21,0.36,15.7,0.045,0.068,0.183,999.22,3.25,0.76,9.4,5,white
7.4,0.22,0.28,9,0.046,0.022,0.121,994.68,3.1,0.55,10.8,5,white
7.2,0.21,0.36,15.7,0.045,0.068,0.183,999.22,3.25,0.76,9.4,5,white
6.9,0.22,0.32,5.8,0.041,0.02,0.119,992.96,3.17,0.55,11.2,6,white
7,0.2,0.35,8.8,0.037,0.031,0.103,993.88,3.13,0.49,11,6,white
5.6,0.26,0,10.2,0.038,0.013,0.111,993.15,3.44,0.46,12.4,6,white
6.3,0.28,0.3,6.6,0.208,0.06,0.154,994.78,3.1,0.4,9.4,6,white
6.4,0.29,0.3,6.5,0.209,0.062,0.156,994.78,3.1,0.4,9.4,5,white
7.2,0.34,0.23,8.9,0.105,0.022,0.155,996.92,3.01,0.58,9.5,5,white
7.1,0.39,0.39,11.1,0.034,0.025,0.204,996.16,3.05,0.52,10,6,white
6.9,0.26,0.29,4.2,0.043,0.033,0.114,990.2,3.16,0.31,12.5,6,white
6.1,0.24,0.25,1.6,0.044,0.024,0.115,992.1,3.39,0.59,10.9,6,white
5.9,0.25,0.24,7.4,0.044,0.021,0.113,994.62,3.38,0.58,10.5,6,white
6.1,0.24,0.27,11.5,0.05,0.051,0.133,994.76,3.22,0.37,10.8,6,white
6.5,0.22,0.27,1.6,0.039,0.036,0.116,991.78,3.38,0.57,11,7,white
6.2,0.26,0.29,2,0.036,0.016,0.087,990.81,3.33,0.61,11.8,6,white
6.6,0.34,0.25,4.8,0.038,0.016,0.121,991.98,3.36,0.71,12.6,6,white
5.6,0.225,0.24,9.8,0.054,0.059,0.14,995.45,3.17,0.39,10.2,6,white
7.1,0.23,0.28,1.9,0.046,0.033,0.103,989.97,3.12,0.31,12,5,white
6.9,0.26,0.29,4.2,0.043,0.033,0.114,990.2,3.16,0.31,12.5,6,white
6.4,0.27,0.3,1.6,0.04,0.019,0.086,990.89,3.32,0.65,11.5,6,white
6.3,0.41,0.22,7.3,0.035,0.023,0.117,991.72,3.2,0.39,11.94,7,white
6.7,0.41,0.24,5.4,0.035,0.033,0.115,990.1,3.12,0.44,12.8933333333333,7,white
7.2,0.585,0.2,10.4,0.086,0.017,0.094,996.81,3.13,0.4,9.4,5,white
6.7,0.34,0.26,1.9,0.038,0.058,0.138,989.3,3,0.47,12.2,7,white
6.3,0.41,0.22,7.3,0.035,0.023,0.117,991.72,3.2,0.39,11.94,7,white
6.7,0.41,0.24,5.4,0.035,0.033,0.115,990.1,3.12,0.44,12.8933333333333,7,white
6.4,0.26,0.35,7.7,0.056,0.045,0.191,995.27,3.16,0.5,9.5,5,white
6.3,0.28,0.22,11.5,0.036,0.027,0.15,994.45,3,0.33,10.6,6,white
7.4,0.16,0.33,1.2,0.042,0.047,0.121,991.98,3.04,0.68,10.5,7,white
8.4,0.27,0.3,2.2,0.037,0.036,0.129,990.85,2.89,0.3,11.4666666666667,6,white
5.9,0.2,0.28,1,0.043,0.045,0.1,990.33,3.4,0.41,11.4,6,white
6.4,0.24,0.26,8.2,0.054,0.047,0.182,995.38,3.12,0.5,9.5,5,white
7.4,0.38,0.34,8.3,0.052,0.044,0.168,996.27,3.11,0.52,9.2,5,white
6.4,0.24,0.26,8.2,0.054,0.047,0.182,995.38,3.12,0.5,9.5,5,white
6.4,0.42,0.19,9.3,0.043,0.028,0.145,994.33,3.23,0.53,10.98,5,white
6.4,0.23,0.26,8.1,0.054,0.047,0.181,995.4,3.12,0.49,9.4,5,white
6.4,0.24,0.26,8.2,0.054,0.047,0.182,995.38,3.12,0.5,9.5,5,white
7.4,0.38,0.34,8.3,0.052,0.044,0.168,996.27,3.11,0.52,9.2,5,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
6.8,0.24,0.29,2,0.044,0.015,0.096,992.32,3.23,0.64,10.4,8,white
7.3,0.19,0.27,13.9,0.057,0.045,0.155,998.07,2.94,0.41,8.8,8,white
7.4,0.27,0.52,15.7,0.054,0.036,0.139,997.88,3.04,0.62,10.0333333333333,6,white
5.7,0.28,0.35,1.2,0.052,0.039,0.141,991.08,3.44,0.69,11.3,6,white
5.8,0.22,0.25,1.5,0.024,0.021,0.109,992.34,3.37,0.58,10.4,6,white
6.7,0.27,0.69,1.2,0.176,0.036,0.106,992.88,2.96,0.43,9.2,6,white
7.1,0.2,0.35,3.2,0.034,0.021,0.107,991.95,3.11,0.54,11.1,6,white
6.7,0.27,0.69,1.2,0.176,0.036,0.106,992.88,2.96,0.43,9.2,6,white
7.1,0.23,0.3,2.6,0.034,0.062,0.148,991.21,3.03,0.56,11.3,7,white
7.6,0.31,0.52,13.2,0.042,0.061,0.148,998.39,2.98,0.47,9.1,6,white
7.2,0.34,0.28,10.4,0.108,0.043,0.187,997.38,2.96,0.57,9.4,5,white
7,0.36,0.25,5.7,0.015,0.014,0.073,989.63,2.82,0.59,13.2,6,white
6.4,0.31,0.28,2.5,0.039,0.034,0.137,989.46,3.22,0.38,12.7,6,white
7.3,0.28,0.35,1.6,0.054,0.031,0.148,991.78,3.18,0.47,10.7,5,white
7.4,0.16,0.3,1.4,0.064,0.034,0.166,991.36,3.11,0.42,11.4333333333333,6,white
6.4,0.31,0.27,7.4,0.049,0.048,0.169,993.23,3.27,0.45,11.1,6,white
6.4,0.31,0.28,2.5,0.039,0.034,0.137,989.46,3.22,0.38,12.7,6,white
6.2,0.29,0.29,5.6,0.046,0.035,0.178,993.13,3.25,0.51,10.5333333333333,5,white
5.9,0.28,0.34,3.6,0.04,0.05,0.194,991.2,3.31,0.52,11.6,6,white
6.5,0.23,0.2,7.5,0.05,0.044,0.179,995.04,3.18,0.48,9.53333333333333,5,white
7.2,0.34,0.2,5.8,0.062,0.052,0.203,994.61,3.17,0.44,9.8,6,white
7.3,0.28,0.35,1.6,0.054,0.031,0.148,991.78,3.18,0.47,10.7,5,white
6.5,0.2,0.33,1.5,0.039,0.036,0.11,990.08,3.22,0.65,12,6,white
6.2,0.24,0.27,2.9,0.039,0.03,0.123,989.59,3.12,0.37,12.8,6,white
7.1,0.31,0.25,11.2,0.048,0.032,0.136,996.63,3.14,0.4,9.5,5,white
6.4,0.29,0.21,9.65,0.041,0.036,0.119,993.34,2.99,0.34,10.9333333333333,6,white
6.3,0.19,0.33,10.1,0.063,0.063,0.133,995.61,2.86,0.41,9.1,5,white
5.9,0.29,0.28,3.2,0.035,0.016,0.117,989.59,3.26,0.42,12.6,6,white
7.1,0.31,0.25,11.2,0.048,0.032,0.136,996.63,3.14,0.4,9.5,5,white
6.5,0.3,0.28,11.45,0.041,0.029,0.109,994.18,2.98,0.3,10.9,6,white
6.4,0.29,0.21,9.65,0.041,0.036,0.119,993.34,2.99,0.34,10.9333333333333,6,white
6.5,0.22,0.19,4.5,0.096,0.016,0.115,993.7,3.02,0.44,9.6,5,white
7,0.23,0.28,2.7,0.053,0.016,0.092,993.72,3.18,0.56,9.3,5,white
7.1,0.23,0.23,3.5,0.038,0.023,0.112,991.57,3.05,0.37,11.3666666666667,6,white
6.1,0.26,0.28,1.7,0.043,0.024,0.098,989.18,3.14,0.44,12.5,6,white
6.4,0.35,0.21,2.1,0.051,0.046,0.171,993.2,3.16,0.5,9.5,5,white
6,0.32,0.32,4.8,0.041,0.04,0.186,992.35,3.22,0.54,11,6,white
6.1,0.34,0.21,5,0.042,0.017,0.133,993.73,3.02,0.53,9.4,5,white
6.5,0.13,0.27,2.6,0.035,0.032,0.076,991.4,3.21,0.76,11.3333333333333,6,white
6.5,0.315,0.2,6.6,0.041,0.009,0.126,994.94,2.94,0.51,8.8,5,white
6.1,0.34,0.21,5,0.042,0.017,0.133,993.73,3.02,0.53,9.4,5,white
5.7,0.31,0.29,7.3,0.05,0.033,0.143,993.32,3.31,0.5,11.0666666666667,6,white
6.4,0.3,0.27,5,0.058,0.027,0.151,991.98,3.22,0.49,12.2,6,white
7,0.24,0.26,1.7,0.041,0.031,0.11,991.42,3.2,0.53,11,6,white
6.5,0.13,0.27,2.6,0.035,0.032,0.076,991.4,3.21,0.76,11.3333333333333,6,white
6.4,0.26,0.21,8.2,0.05,0.051,0.182,995.42,3.23,0.48,9.5,5,white
6.4,0.26,0.21,8.2,0.05,0.051,0.182,995.42,3.23,0.48,9.5,5,white
6,0.27,0.31,5,0.043,0.054,0.17,992.4,3.28,0.52,11,6,white
7.1,0.21,0.33,1.2,0.039,0.034,0.097,991.12,3.11,0.75,11.2,6,white
6.7,0.26,0.29,7.1,0.036,0.028,0.1,995.34,3.08,0.36,9.3,6,white
6.3,0.28,0.22,9.5,0.04,0.03,0.111,993.38,3.05,0.31,10.8,4,white
6.2,0.25,0.44,15.8,0.057,0.039,0.167,998.04,3.14,0.51,9.2,5,white
7.3,0.22,0.37,15.5,0.048,0.07,0.203,998.99,3.25,0.77,9.4,5,white
6.2,0.25,0.44,15.8,0.057,0.039,0.167,998.04,3.14,0.51,9.2,5,white
6.4,0.18,0.28,17.05,0.047,0.053,0.139,997.24,3.25,0.35,10.5,6,white
6.3,0.2,0.26,12.7,0.046,0.06,0.143,995.26,3.26,0.35,10.8,6,white
6.6,0.24,0.22,12.3,0.051,0.035,0.146,996.76,3.1,0.67,9.4,5,white
7.4,0.27,0.26,11.8,0.053,0.055,0.173,996.99,3.11,0.6,9.8,5,white
7.4,0.27,0.26,11.8,0.053,0.055,0.173,996.99,3.11,0.6,9.8,5,white
7.4,0.27,0.26,11.8,0.053,0.055,0.173,996.99,3.11,0.6,9.8,5,white
6.6,0.24,0.22,12.3,0.051,0.035,0.146,996.76,3.1,0.67,9.4,5,white
7.4,0.27,0.26,11.8,0.053,0.055,0.173,996.99,3.11,0.6,9.8,5,white
7.1,0.38,0.29,13.6,0.041,0.03,0.137,994.61,3.02,0.96,12.1,6,white
6.8,0.43,0.26,5.2,0.043,0.04,0.176,991.16,3.17,0.41,12.3,6,white
5.2,0.22,0.46,6.2,0.066,0.041,0.187,993.62,3.19,0.42,9.73333333333333,5,white
5.9,0.29,0.16,7.9,0.044,0.048,0.197,995.12,3.21,0.36,9.4,5,white
5.9,0.29,0.16,7.9,0.044,0.048,0.197,995.12,3.21,0.36,9.4,5,white
6.3,0.29,0.29,3.3,0.037,0.032,0.14,989.5,3.17,0.36,12.8,7,white
6.3,0.19,0.32,2.8,0.046,0.018,0.08,990.43,2.92,0.47,11.05,6,white
5.7,0.29,0.16,7.9,0.044,0.048,0.197,995.12,3.21,0.36,9.4,5,white
6.3,0.29,0.29,3.3,0.037,0.032,0.14,989.5,3.17,0.36,12.8,7,white
5.7,0.24,0.47,6.3,0.069,0.035,0.182,993.91,3.11,0.46,9.73333333333333,5,white
5.8,0.3,0.38,4.9,0.039,0.022,0.086,989.63,3.23,0.58,13.1,7,white
7.1,0.27,0.27,10.4,0.041,0.026,0.114,993.35,3.04,0.52,11.5,7,white
5.8,0.3,0.38,4.9,0.039,0.022,0.086,989.63,3.23,0.58,13.1,7,white
7.1,0.27,0.27,10.4,0.041,0.026,0.114,993.35,3.04,0.52,11.5,7,white
6.3,0.305,0.22,16,0.061,0.026,0.141,998.24,3.08,0.5,9.1,5,white
5.7,0.24,0.47,6.3,0.069,0.035,0.182,993.91,3.11,0.46,9.75,5,white
6.2,0.22,0.28,2.2,0.04,0.024,0.125,991.7,3.19,0.48,10.5,6,white
6.6,0.22,0.23,17.3,0.047,0.037,0.118,999.06,3.08,0.46,8.8,6,white
6.6,0.22,0.23,17.3,0.047,0.037,0.118,999.06,3.08,0.46,8.8,6,white
6.6,0.22,0.23,17.3,0.047,0.037,0.118,999.06,3.08,0.46,8.8,6,white
6.6,0.22,0.23,17.3,0.047,0.037,0.118,999.06,3.08,0.46,8.8,6,white
6.2,0.22,0.28,2.2,0.04,0.024,0.125,991.7,3.19,0.48,10.5,6,white
6.2,0.22,0.28,2.2,0.04,0.024,0.125,991.7,3.19,0.48,10.5,6,white
6.6,0.22,0.23,17.3,0.047,0.037,0.118,999.06,3.08,0.46,8.8,6,white
6.1,0.22,0.5,6.6,0.045,0.03,0.122,994.15,3.22,0.49,9.9,6,white
6.2,0.21,0.52,6.5,0.047,0.028,0.123,994.18,3.22,0.49,9.9,6,white
6.3,0.32,0.26,12.3,0.044,0.024,0.205,996.11,3.11,0.58,9.9,5,white
6.9,0.44,0.27,5,0.038,0.033,0.166,991.24,3.2,0.42,12.2,6,white
6.1,0.31,0.34,2.8,0.042,0.0595,0.162,991.79,3.27,0.47,10.8,6,white
8.1,0.36,0.59,13.6,0.051,0.06,0.134,998.86,2.96,0.39,8.7,5,white
6.6,0.38,0.28,2.8,0.043,0.017,0.067,989.24,3.21,0.47,13.2,6,white
6.7,0.24,0.26,5.4,0.03,0.015,0.094,990.45,3.15,0.38,12.7,6,white
6.9,0.56,0.26,10.9,0.06,0.055,0.193,996.9,3.21,0.44,9.4,5,white
7.2,0.24,0.24,1.7,0.045,0.018,0.161,991.96,3.25,0.53,11.2,6,white
6.5,0.29,0.3,9.15,0.051,0.025,0.166,993.39,3.24,0.56,11.3333333333333,6,white
6.7,0.28,0.28,4.5,0.051,0.014,0.092,992.24,3.36,0.58,11.9,6,white
6.5,0.29,0.3,9.15,0.051,0.025,0.166,993.39,3.24,0.56,11.35,6,white
6.1,0.21,0.19,1.4,0.046,0.051,0.131,991.84,3.22,0.39,10.5,5,white
7.2,0.47,0.16,5.9,0.048,0.014,0.125,994.28,3.09,0.49,9.8,5,white
6.7,0.34,0.31,16.4,0.051,0.02,0.146,998.34,3.06,0.54,9.1,5,white
6.6,0.27,0.25,1.2,0.033,0.036,0.111,989.18,3.16,0.37,12.4,6,white
6.7,0.34,0.31,16.4,0.051,0.02,0.146,998.34,3.06,0.54,9.1,5,white
7.2,0.47,0.16,5.9,0.048,0.014,0.125,994.28,3.09,0.49,9.8,5,white
5,0.35,0.25,7.8,0.031,0.024,0.116,992.41,3.39,0.4,11.3,6,white
5,0.35,0.25,7.8,0.031,0.024,0.116,992.41,3.39,0.4,11.3,6,white
4.4,0.46,0.1,2.8,0.024,0.031,0.111,988.16,3.48,0.34,13.1,6,white
6.6,0.38,0.29,2.9,0.035,0.015,0.101,989.16,3.04,0.37,12.5,6,white
7.3,0.3,0.25,2.5,0.045,0.032,0.122,993.29,3.18,0.54,10.3,5,white
6.4,0.28,0.22,12.8,0.039,0.051,0.15,995.35,3.23,0.43,10.7,6,white
6.9,0.29,0.25,12.2,0.04,0.029,0.136,995.52,3.05,0.65,10.4,6,white
6.3,0.3,0.19,7.7,0.049,0.047,0.184,995.14,3.22,0.48,9.5,5,white
6.3,0.39,0.22,2.8,0.048,0.053,0.173,993.04,3.24,0.45,9.8,5,white
6.6,0.38,0.29,2.9,0.035,0.015,0.101,989.16,3.04,0.37,12.5,6,white
6.6,0.18,0.26,17.3,0.051,0.017,0.149,998.4,3,0.43,9.4,6,white
6,0.28,0.29,19.3,0.051,0.036,0.174,999.11,3.14,0.5,9,5,white
6,0.28,0.29,19.3,0.051,0.036,0.174,999.11,3.14,0.5,9,5,white
6,0.28,0.29,19.3,0.051,0.036,0.174,999.11,3.14,0.5,9,5,white
6.6,0.35,0.26,2.7,0.045,0.019,0.129,989.52,3.24,0.48,13,7,white
5.9,0.22,0.18,6.4,0.041,0.028,0.12,994.03,3.27,0.5,9.9,5,white
6.6,0.18,0.26,17.3,0.051,0.017,0.149,998.4,3,0.43,9.4,6,white
7.7,0.28,0.24,2.4,0.044,0.029,0.157,993.12,3.27,0.56,10.6,6,white
7.1,0.42,0.2,2.8,0.038,0.028,0.109,989.68,3.23,0.47,13.4,6,white
6.7,0.32,0.32,1.7,0.031,0.031,0.114,989.46,3.12,0.35,12.5,6,white
6.6,0.26,0.56,15.4,0.053,0.032,0.141,998.1,3.11,0.49,9.3,5,white
6.6,0.26,0.56,15.4,0.053,0.032,0.141,998.1,3.11,0.49,9.3,5,white
6.2,0.32,0.24,4.1,0.051,0.034,0.149,993.06,3.36,0.52,11,5,white
6.3,0.25,0.27,6.6,0.054,0.04,0.158,993.78,3.2,0.48,10.3,5,white
6.2,0.21,0.24,1.2,0.051,0.031,0.095,990.36,3.24,0.57,11.3,6,white
6.4,0.23,0.27,2.1,0.042,0.035,0.1,990.94,3.03,0.63,10.9,6,white
4.7,0.145,0.29,1,0.042,0.035,0.09,990.8,3.76,0.49,11.3,6,white
6.2,0.2,0.28,1.1,0.039,0.024,0.078,989.9,3.36,0.47,12.1,6,white
7,0.28,0.28,1.4,0.039,0.012,0.083,991.73,3.18,0.65,11.1,5,white
7.1,0.36,0.2,1.6,0.271,0.024,0.14,993.56,3.11,0.63,9.8,5,white
5.7,0.25,0.22,9.8,0.049,0.05,0.125,995.71,3.2,0.45,10.1,6,white
5.7,0.22,0.33,1.9,0.036,0.037,0.11,989.45,3.26,0.58,12.4,6,white
6,0.2,0.38,1.3,0.034,0.037,0.104,988.65,3.11,0.52,12.7,6,white
6.4,0.32,0.26,7.9,0.05,0.053,0.18,995.14,3.14,0.5,9.6,5,white
6.4,0.32,0.26,7.9,0.05,0.053,0.18,995.14,3.14,0.5,9.6,5,white
6,0.555,0.26,4.5,0.053,0.017,0.126,994.3,3.24,0.46,9.1,5,white
5.9,0.22,0.45,22.6,0.12,0.055,0.122,996.36,3.1,0.35,12.8,5,white
6.4,0.32,0.26,7.9,0.05,0.053,0.18,995.14,3.14,0.5,9.6,5,white
6.2,0.3,0.33,3.5,0.037,0.037,0.155,989.87,3.18,0.37,12.4,6,white
5.8,0.28,0.18,1.2,0.058,0.007,0.108,992.88,3.23,0.58,9.55,4,white
5.8,0.555,0.26,4.5,0.053,0.017,0.126,994.3,3.24,0.46,9.1,5,white
6.7,0.31,0.33,2,0.033,0.012,0.074,990.64,3.29,0.65,12.5,6,white
6.4,0.15,0.25,7.8,0.05,0.013,0.068,993.94,3.16,0.4,9.9,6,white
6.4,0.13,0.28,0.9,0.045,0.032,0.087,991.75,3.47,0.52,11.2,6,white
6.7,0.48,0.49,2.9,0.03,0.028,0.122,989.26,3.13,0.4,13,6,white
6.7,0.48,0.49,2.9,0.03,0.028,0.122,989.26,3.13,0.4,13,6,white
5.8,0.3,0.33,3.5,0.033,0.025,0.116,990.57,3.2,0.44,11.7,6,white
6.1,0.28,0.23,4.2,0.038,0.013,0.095,988.98,2.97,0.7,13.1,6,white
6,0.19,0.37,9.7,0.032,0.017,0.05,993.2,3.08,0.66,12,6,white
6.8,0.31,0.25,10.5,0.043,0.03,0.165,997.2,3.36,0.55,10.55,6,white
7.5,0.24,0.29,1.1,0.046,0.034,0.084,990.2,3.04,0.39,11.45,6,white
